Mg	      0.000000000         0.000000000         0.000000000
Mg	      0.000000000         2.105499983         2.105499983
Mg	      2.105499983         0.000000000         2.105499983
Mg	      2.105499983         2.105499983         0.000000000
O	      2.105499983         2.105499983         2.105499983
O	      2.105499983         0.000000000         0.000000000
O	      0.000000000         2.105499983         0.000000000
O	      0.000000000         0.000000000         2.105499983
